@relation ProteinFoldsPFRES

@attribute pcvA numeric
@attribute pcvR numeric
@attribute pcvN numeric
@attribute pcvD numeric
@attribute pcvC numeric
@attribute pcvQ numeric
@attribute pcvE numeric
@attribute pcvG numeric
@attribute pcvH numeric
@attribute pcvI numeric
@attribute pcvL numeric
@attribute pcvK numeric
@attribute pcvM numeric
@attribute pcvF numeric
@attribute pcvP numeric
@attribute pcvS numeric
@attribute pcvT numeric
@attribute pcvW numeric
@attribute pcvY numeric
@attribute pcvV numeric
@attribute sscC numeric
@attribute sscE numeric
@attribute sscH numeric
@attribute dssC numeric
@attribute dssE numeric
@attribute dssH numeric
@attribute adssCCC numeric
@attribute adssCCE numeric
@attribute adssCCH numeric
@attribute adssCEC numeric
@attribute adssCEE numeric
@attribute adssCEH numeric
@attribute adssCHC numeric
@attribute adssCHE numeric
@attribute adssCHH numeric
@attribute adssECC numeric
@attribute adssECE numeric
@attribute adssECH numeric
@attribute adssEEC numeric
@attribute adssEEE numeric
@attribute adssEEH numeric
@attribute adssEHC numeric
@attribute adssEHE numeric
@attribute adssEHH numeric
@attribute adssHCC numeric
@attribute adssHCE numeric
@attribute adssHCH numeric
@attribute adssHEC numeric
@attribute adssHEE numeric
@attribute adssHEH numeric
@attribute adssHHC numeric
@attribute adssHHE numeric
@attribute adssHHH numeric
@attribute length numeric
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
4,28,3,12,27,7,6,10,4,4,1,23,1,6,0,10,10,4,14,7,0.5161,0.2903,0.1935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,-
13,4,3,11,0,15,20,18,7,15,10,3,6,9,16,5,8,4,0,29,0.52,0.48,0,4,6,0,0,1,0,1,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,g
24,13,1,4,13,7,21,14,10,10,21,5,16,4,9,13,4,5,6,18,0.3882,0.1647,0.4471,4,4,6,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,170,s
14,3,10,17,0,18,21,7,19,12,15,13,11,12,5,9,9,10,11,15,0.4603,0.254,0.2857,4,5,3,0,0,0,0,1,1,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,126,u
36,0,1,9,11,4,9,9,17,12,17,0,7,11,9,7,16,11,24,23,0.4286,0.1593,0.4121,5,5,6,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,2,1,1,0,3,0,0,0,1,1,0,0,182,s
3,22,0,7,9,10,15,11,24,6,8,10,9,0,17,8,11,0,2,8,0.4898,0.5102,0,2,6,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,g
24,4,3,4,11,2,27,8,2,27,15,12,9,11,12,13,15,0,2,19,0.4309,0.2181,0.3511,5,3,6,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,188,r
3,13,12,7,0,5,3,7,11,8,30,7,9,16,18,1,13,1,11,5,0.5745,0.0973,0.3283,9,2,8,0,0,1,0,0,0,4,2,1,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,329,p
3,9,7,21,0,5,8,9,10,18,12,7,7,2,32,6,5,0,10,21,0.5528,0.2484,0.1988,5,6,3,0,1,0,1,0,1,1,1,0,0,0,1,0,2,0,1,0,0,0,1,1,0,1,0,0,0,0,161,q
16,5,5,16,8,8,11,7,15,17,14,4,7,10,20,10,10,1,3,14,0.4545,0.1979,0.3476,9,6,5,0,0,0,3,1,0,3,1,0,0,0,5,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,187,t
10,16,7,13,0,12,20,0,2,25,14,30,27,6,0,1,10,0,1,22,0.4522,0.1324,0.4154,10,6,10,0,0,0,0,1,1,4,2,1,0,0,4,1,0,0,1,0,0,0,2,3,3,0,0,1,0,0,272,t
3,22,7,3,9,25,18,14,33,4,6,13,3,13,0,20,2,16,11,8,0.5738,0.151,0.2752,10,6,6,0,0,1,3,0,2,3,0,0,0,2,2,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,298,w
6,7,7,18,3,7,14,18,0,11,16,2,7,16,13,11,4,0,9,9,0.5867,0.3333,0.08,4,3,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,l
13,12,10,15,27,3,5,6,1,6,2,11,1,9,24,8,6,0,3,4,0.7667,0.2333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-
3,32,8,3,12,12,2,12,22,6,18,6,4,16,1,5,8,8,19,8,0.5481,0.4519,0,5,6,0,0,0,0,1,2,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,m
30,16,1,0,3,1,2,26,3,26,14,6,4,3,0,8,13,0,0,18,0.4741,0.1155,0.4104,9,3,8,0,0,0,1,0,0,4,1,1,0,0,2,0,0,0,1,0,0,1,1,3,1,0,1,0,1,0,251,s
11,13,19,16,12,8,12,14,23,10,13,10,6,12,4,12,8,28,14,9,0.5536,0.1043,0.342,12,3,8,0,0,2,2,0,0,6,1,0,0,0,3,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,345,p
10,12,0,23,0,10,27,6,1,31,11,16,8,15,0,4,8,0,7,20,0.5364,0.4636,0,4,6,0,0,0,0,1,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,l
14,11,0,23,8,6,18,5,0,35,15,15,9,17,0,5,8,0,7,21,0.5849,0.4151,0,5,6,0,0,0,0,2,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,l
5,14,5,3,11,16,5,34,0,7,22,12,12,2,3,12,6,0,0,8,0.5484,0.0871,0.3645,9,1,9,0,0,1,1,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,310,p
6,15,3,6,10,17,8,27,4,15,18,14,13,4,5,11,17,10,3,10,0.5572,0.0783,0.3645,10,1,10,0,0,1,1,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,3,0,0,332,p
4,16,7,8,9,4,11,28,24,23,8,4,7,16,5,8,3,0,20,14,0.5137,0.1038,0.3825,12,5,10,0,0,1,3,0,0,5,2,1,0,0,5,0,0,0,0,0,0,0,3,2,2,0,0,0,0,1,366,p
8,12,9,16,27,10,16,16,10,9,6,7,4,15,10,12,6,3,18,4,0.6031,0.3969,0,7,10,0,0,1,0,1,4,0,0,0,0,1,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194,j
18,2,10,8,9,6,8,18,5,8,6,9,1,12,3,9,25,0,2,25,0.6824,0.3176,0,4,7,0,0,0,0,3,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,170,g
19,6,0,21,28,14,11,8,7,19,7,4,13,5,16,6,6,0,10,14,0.2672,0,0.7328,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,116,d
10,14,10,27,7,11,21,18,13,18,7,5,5,12,11,5,9,8,15,13,0.4561,0.1453,0.3986,11,7,10,0,0,0,3,0,0,3,3,1,0,1,5,0,0,0,1,0,0,0,2,3,2,0,1,1,0,0,296,w
16,11,10,9,7,8,13,13,5,11,10,12,15,10,19,6,12,3,0,23,0.5149,0.4851,0,5,8,0,0,0,0,3,1,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,134,l
9,11,8,8,22,8,0,11,10,19,12,15,26,2,0,3,7,0,0,15,0.6909,0.0728,0.2362,16,3,9,2,1,3,1,0,0,5,1,1,2,0,0,0,0,0,1,0,0,3,0,4,0,0,1,1,0,0,508,z
36,11,4,0,1,1,8,34,4,21,12,4,1,7,0,7,3,9,7,29,0.4728,0.2554,0.2717,5,4,3,1,1,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,184,q
8,32,3,11,2,0,2,19,11,7,17,0,2,3,40,3,11,3,9,17,0.4621,0.2576,0.2803,2,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,132,q
0,21,6,5,11,20,3,13,28,15,26,10,9,18,0,4,7,4,19,11,0.5474,0.4526,0,5,8,0,0,0,0,1,2,0,0,0,0,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137,m
10,14,1,1,13,7,6,12,5,16,13,14,14,7,13,16,2,0,1,22,0.457,0.3377,0.2053,8,11,5,0,0,0,0,3,0,0,2,1,0,2,2,4,2,0,1,0,0,1,0,1,0,1,1,1,0,0,302,n
6,13,18,9,13,6,5,9,7,15,14,9,6,8,9,14,10,3,15,10,0.5756,0.3782,0.0462,9,8,1,1,1,0,1,3,0,1,0,0,1,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,238,n
4,9,24,8,27,11,5,28,5,4,2,6,1,3,8,11,2,2,7,3,0.7143,0.2857,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-
29,7,7,8,4,5,0,19,0,27,2,27,7,3,9,17,9,0,0,11,0.4099,0.1261,0.464,7,4,8,0,0,0,0,0,1,3,1,1,0,0,2,1,0,0,1,0,0,0,1,4,0,1,0,1,0,0,222,t
10,7,13,6,10,20,14,29,5,6,9,7,5,14,18,10,2,25,6,6,0.6266,0.3071,0.0664,9,9,2,0,1,0,5,1,2,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,241,n
4,12,14,11,0,10,4,7,10,14,24,9,10,15,25,14,18,0,8,15,0.628,0.0923,0.2797,12,3,8,0,0,3,1,0,0,4,2,1,1,0,2,0,0,0,0,0,0,2,1,1,2,0,0,1,0,0,379,p
3,16,10,13,14,9,25,11,9,9,7,14,13,11,16,5,6,10,15,21,0.4186,0.4651,0.1163,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,86,l
8,13,2,5,4,7,11,5,16,16,10,24,25,18,11,12,13,10,3,17,0.3784,0.2793,0.3423,3,4,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,111,z
10,16,3,2,15,3,10,15,1,27,8,8,6,8,14,14,13,0,3,26,0.4341,0.1163,0.4496,9,3,9,0,0,1,1,0,0,3,1,2,0,0,3,0,0,0,0,0,0,1,0,3,2,0,0,1,1,0,258,p
9,30,9,18,3,11,11,12,3,19,23,19,8,15,7,6,7,0,3,12,0.4548,0.1204,0.4247,10,4,10,0,0,2,0,0,0,4,3,0,0,0,3,0,0,0,0,1,0,2,0,2,3,0,1,1,0,0,299,p
17,11,2,9,1,11,19,5,13,24,13,20,15,10,7,0,12,0,3,22,0.337,0.3261,0.337,2,4,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,92,z
15,10,3,21,12,2,14,14,3,23,7,10,7,8,7,12,7,1,14,23,0.2931,0.2845,0.4224,2,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,116,z
8,7,2,7,8,13,23,29,4,5,11,4,4,4,13,22,16,5,4,15,0.4667,0.5333,0,5,9,0,0,0,0,3,1,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,g
13,11,7,14,1,15,23,2,11,9,8,16,14,14,8,7,11,9,3,8,0.4632,0,0.5368,7,0,8,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,190,f
18,16,5,16,0,14,17,12,0,3,17,24,7,6,0,3,6,2,18,4,0.3679,0.0285,0.6036,10,2,13,0,0,1,1,0,0,5,1,1,1,0,1,0,0,0,0,0,0,0,1,6,1,0,0,1,0,3,386,t
10,9,10,14,0,3,3,12,17,13,15,15,18,6,8,9,14,0,11,18,0.5847,0.1568,0.2585,8,5,5,0,0,1,2,0,0,2,2,0,0,1,4,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,236,r
15,2,3,2,27,4,5,15,1,12,23,7,16,7,28,11,13,1,0,18,0.5301,0.3916,0.0783,6,8,1,0,0,0,2,2,0,1,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,166,o
4,28,9,10,0,4,16,11,10,13,6,21,18,10,24,6,14,2,2,8,0.5,0.124,0.376,9,3,9,0,0,1,1,0,0,2,2,2,1,0,2,0,0,0,0,0,0,0,1,2,2,0,0,2,0,1,250,p
10,3,9,12,12,18,25,4,15,9,6,31,20,15,5,4,5,1,6,13,0.3475,0,0.6525,3,0,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,141,f
14,11,32,13,0,8,2,21,5,14,6,13,0,4,14,22,17,9,15,15,0.5069,0.4931,0,5,10,0,0,1,0,0,3,0,0,0,0,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,144,m
15,14,22,14,12,8,6,16,4,11,7,16,4,1,0,11,16,5,18,23,0.5182,0.4818,0,5,12,0,0,0,0,2,2,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,137,m
5,6,7,30,0,28,46,2,12,11,2,7,1,0,33,7,3,0,7,10,0.385,0.0267,0.5882,8,1,8,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,187,f
10,18,10,2,0,7,9,27,5,30,11,23,4,10,5,8,17,0,9,24,0.4791,0.1415,0.3794,10,6,9,0,0,2,1,0,0,1,4,1,0,1,4,0,0,0,1,0,0,2,0,1,3,0,1,1,0,0,311,s
21,6,13,10,24,23,7,26,16,6,4,9,3,4,3,8,6,0,13,7,0.4961,0.0233,0.4806,3,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,129,b
8,7,11,5,0,15,14,9,10,12,4,2,4,6,27,12,14,1,2,19,0.4343,0.5657,0,2,6,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,g
23,11,4,16,0,19,11,7,8,12,22,4,20,11,26,2,2,0,3,9,0.5032,0.1526,0.3442,12,6,8,0,0,2,2,1,0,4,2,0,1,1,3,1,0,0,0,0,0,1,2,2,2,0,0,0,0,0,308,w
9,13,18,15,1,10,15,8,12,5,16,10,10,1,13,14,13,3,7,4,0.4852,0.2722,0.2426,5,6,3,0,0,0,2,1,0,0,1,0,0,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,169,l
6,9,8,7,0,15,16,7,10,16,16,20,12,2,8,1,9,0,17,8,0.3441,0.0538,0.6022,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,93,t
6,24,7,10,0,13,18,13,4,12,20,31,8,11,1,8,10,0,2,8,0.314,0,0.686,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,86,d
4,4,9,2,2,12,6,22,0,14,12,18,17,11,21,13,7,2,2,18,0.4272,0.1748,0.3981,6,6,6,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,1,1,0,0,0,1,3,0,2,0,0,0,206,t
20,8,2,12,1,22,15,6,17,10,15,2,18,10,23,11,10,18,12,7,0.3297,0,0.6703,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,91,c
4,13,15,7,0,24,13,7,10,26,6,28,18,7,6,9,18,1,4,19,0.2828,0.7172,0,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,145,o
6,8,5,4,13,3,12,25,23,15,21,10,1,26,24,5,10,2,13,11,0.3942,0.1452,0.4606,7,4,8,0,0,1,1,0,0,1,2,1,0,0,3,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,241,w
9,6,1,2,40,3,5,12,2,12,8,3,5,10,8,10,12,3,10,12,0.6944,0.3056,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,-
8,6,11,8,40,1,2,12,3,12,6,2,9,10,0,18,8,3,10,12,0.625,0.375,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,-
11,3,1,32,0,11,27,6,2,13,23,11,12,23,11,12,6,0,8,8,0.3196,0.0515,0.6289,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,97,c
28,5,6,4,3,5,4,11,20,5,13,0,5,8,8,19,8,14,0,8,0.5823,0.4177,0,11,12,0,0,1,0,7,2,0,0,0,0,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,j
18,9,5,22,0,16,31,0,4,11,15,14,16,2,9,8,8,0,4,15,0.2913,0.0485,0.6602,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,103,c
15,10,11,14,4,19,23,8,19,9,5,16,8,11,1,20,8,7,4,14,0.3839,0.2768,0.3393,2,5,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,112,u
10,14,11,20,1,15,19,0,10,7,20,4,12,15,9,5,4,12,6,6,0.5321,0.0801,0.3878,9,3,10,0,0,0,1,0,0,5,2,0,0,0,2,0,0,0,1,0,0,0,1,5,1,0,1,1,0,0,312,p
9,26,8,14,1,10,14,4,2,3,23,12,5,6,23,0,11,5,9,7,0.4535,0.0817,0.4648,13,3,12,0,1,2,2,0,1,3,0,3,1,0,1,0,0,0,1,0,0,2,2,4,0,0,0,3,0,0,355,p
18,10,1,13,7,1,5,4,4,13,12,9,2,35,29,17,10,23,35,10,0.4273,0.1182,0.4545,5,4,8,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,1,1,0,0,1,2,1,0,0,2,0,1,220,u
10,9,10,10,0,36,27,0,13,9,10,24,8,5,11,10,7,0,9,7,0.5185,0.4074,0.0741,6,6,1,0,1,0,2,1,0,1,0,0,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,162,g
17,12,0,2,14,1,1,4,5,9,19,6,14,5,23,11,17,0,17,16,0.4405,0.2143,0.3452,4,2,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,84,u
7,6,5,27,0,18,38,6,2,8,3,24,2,0,11,3,3,0,3,8,0.4877,0.209,0.3033,8,7,5,0,0,0,3,1,0,1,1,1,0,1,3,1,1,0,0,0,0,0,3,0,1,0,0,1,0,0,244,t
14,24,8,6,7,11,7,6,11,13,19,9,1,10,6,15,15,7,15,11,0.4674,0.2717,0.2609,3,3,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,92,u
10,9,4,14,12,24,30,2,10,11,14,27,21,8,17,4,5,8,11,7,0.3793,0.0345,0.5862,3,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,116,f
9,11,10,1,4,1,0,29,15,24,18,6,10,17,0,6,9,7,12,16,0.5327,0.1028,0.3645,11,2,9,0,0,2,1,0,0,6,1,0,0,0,2,0,0,0,0,0,0,2,1,4,1,0,0,0,0,0,321,s
18,15,2,7,1,11,16,5,16,26,14,18,2,7,7,0,11,0,2,28,0.3627,0.2843,0.3529,2,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,102,z
12,12,26,21,0,19,33,0,1,25,20,0,3,2,8,2,4,0,4,9,0.2174,0,0.7826,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,115,c
8,5,15,21,1,16,11,12,4,19,15,16,13,3,14,6,16,1,11,10,0.5589,0.1039,0.3372,12,6,12,0,1,1,0,1,0,4,3,2,1,0,3,1,0,0,1,0,0,1,0,5,2,0,1,1,0,0,433,p
11,10,16,4,24,10,1,2,4,13,7,23,13,11,12,8,27,7,19,16,0.3288,0.2603,0.411,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,73,u
28,10,4,12,0,15,8,7,5,3,7,19,0,11,26,11,12,4,16,5,0.5595,0.1243,0.3162,11,6,9,0,0,2,0,0,0,2,6,0,1,0,5,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,370,p
2,19,5,18,5,6,26,6,8,11,13,20,6,6,27,7,8,1,3,9,0.419,0.2179,0.3631,5,4,5,0,0,1,0,0,1,1,1,0,0,0,2,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,179,z
20,5,5,17,0,5,6,12,6,17,8,9,8,12,16,14,9,11,8,20,0.5766,0.1117,0.3117,13,6,7,1,0,2,1,0,0,2,5,0,1,0,5,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,385,p
6,7,19,27,0,9,22,16,4,8,11,8,2,5,24,5,10,0,21,16,0.6467,0.3533,0,10,7,0,0,2,0,7,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,m
2,8,18,19,0,6,12,16,5,17,16,7,4,5,17,9,10,2,22,25,0.6265,0.3735,0,9,7,0,2,2,0,3,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,m
22,32,17,10,2,21,5,6,20,10,21,14,3,1,7,6,0,0,6,7,0.4978,0.1289,0.3733,6,3,7,0,0,0,1,0,0,1,1,2,0,0,3,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,225,p
21,30,6,7,9,18,17,7,1,14,12,30,7,16,8,7,9,0,0,7,0.3692,0.1385,0.4923,5,4,11,0,0,0,0,0,1,2,0,2,0,0,2,0,0,0,0,1,1,0,1,2,2,0,1,1,1,1,260,p
5,13,11,25,9,20,26,2,7,13,17,10,14,12,16,4,3,1,10,5,0.4919,0.1892,0.3189,12,7,11,1,0,2,1,0,2,3,1,1,1,1,2,1,0,0,0,2,0,1,2,1,2,1,0,1,0,2,370,q
10,0,3,12,22,3,12,7,9,8,6,3,4,8,10,22,24,0,10,12,0.4184,0.5816,0,3,7,0,0,0,0,0,2,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,g
16,16,9,4,2,4,6,21,2,19,13,15,15,0,9,11,3,0,0,16,0.5263,0.2222,0.2515,8,4,3,0,1,2,1,1,0,1,1,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,171,t
12,8,0,0,9,13,4,18,2,17,16,4,12,3,8,5,10,2,7,12,0.5507,0.4493,0,6,12,0,0,0,0,2,3,0,0,0,0,0,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,207,n
4,3,20,19,46,4,26,3,0,18,9,5,11,0,17,1,7,0,0,7,0.7722,0.0759,0.1519,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,z
10,12,1,15,3,20,24,12,17,12,16,8,9,18,13,6,10,10,17,11,0.4377,0.1398,0.4225,10,4,10,0,0,1,0,0,1,5,2,0,0,0,2,0,0,0,1,0,1,1,1,4,1,0,1,1,0,0,329,p
14,11,12,11,12,18,17,13,11,7,7,10,6,4,20,13,14,0,0,21,0.4222,0.5778,0,3,5,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,g
8,11,11,11,0,13,17,4,15,11,7,7,6,17,31,4,16,0,5,22,0.4405,0.5595,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,g
12,15,9,12,7,6,8,11,5,5,10,35,13,16,6,14,2,19,5,14,0.5859,0.1717,0.2424,4,2,2,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,k
5,26,13,25,0,16,10,7,3,23,15,13,10,0,2,5,7,4,1,8,0.3559,0.0847,0.5593,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,59,c
12,15,4,14,1,13,15,9,14,22,14,10,8,20,6,5,15,7,7,24,0.3176,0.4471,0.2353,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,85,z
2,25,4,12,0,13,32,6,7,13,10,35,3,17,7,2,6,0,14,7,0.5263,0.3684,0.1053,2,4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,76,k
6,4,14,20,5,11,15,0,16,26,16,15,5,10,15,8,5,2,12,21,0.4947,0.1886,0.3167,10,6,6,2,1,0,2,0,0,2,1,0,2,0,1,0,0,0,1,2,0,0,1,2,1,0,2,0,0,0,281,t
12,0,1,29,1,5,34,7,0,18,28,0,17,5,0,3,12,6,7,15,0.2059,0,0.7941,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,68,d
1,8,9,13,27,2,5,12,3,13,10,7,11,3,16,7,7,2,7,13,0.6,0.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-
12,9,1,12,2,5,15,5,11,15,11,19,23,18,10,10,10,13,1,19,0.3818,0.2727,0.3455,2,4,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,110,z
21,3,1,8,12,3,6,12,0,15,10,14,2,9,14,8,15,2,12,19,0.4431,0.1796,0.3772,3,4,5,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,167,s
5,12,9,12,20,10,12,5,17,11,15,12,10,19,15,5,7,6,12,14,0.3913,0.2029,0.4058,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69,u
6,9,7,0,12,4,0,29,6,21,10,18,10,3,17,14,31,3,1,17,0.4186,0.1221,0.4593,4,1,6,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,172,t
2,14,18,11,4,2,2,33,11,13,7,25,0,26,4,7,16,11,7,13,0.4592,0.1183,0.4225,11,4,10,0,0,2,1,0,0,4,2,2,1,0,3,0,0,0,0,0,0,0,1,3,3,0,0,0,1,0,355,s
11,15,19,11,5,3,10,21,7,24,18,11,6,3,10,18,11,0,1,18,0.4888,0.1798,0.3315,6,4,5,0,0,0,1,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,178,r
3,9,13,11,1,5,14,13,0,15,12,14,25,12,8,18,9,1,19,18,0.4104,0.1866,0.403,3,4,4,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,134,r
